English	3	22380797
			5)	dru	0.109385766	6192
			6)	dry	0.0058649993	332
			7)	Esc	1.0599396E-4	6
		3)	di	0.27882802	292526
			1)	dis	0.43106455	126095
			2)	dif	0.19935389	58315
			3)	dic	0.012614522	3690
			4)	dil	0.0037159852	1087
			5)	dir	0.18910843	55318
			6)	div	0.042995352	12577
			7)	dia	0.05155203	15080
			8)	dim	0.01986189	5810
			9)	dip	0.012440175	3639
			10)	dig	0.018073978	5287
			11)	die	0.011670996	3414
			12)	did	0.0014050321	411
			13)	dio	0.0045090932	1319
			14)	din	9.84548E-4	288
			15)	dit	2.9057843E-4	85
			16)	dik	3.042527E-4	89
			17)	Esc	5.4697113E-5	16
		4)	da	0.057030275	59832
			1)	day	0.29090604	17354
			2)	dat	0.3248177	19377
			3)	dan	0.16697678	9961
			4)	dar	0.029653843	1769
			5)	dam	0.12340961	7362
			6)	daw	0.003117928	186
			7)	dai	0.05328975	3179
			8)	das	0.0023971167	143
			9)	dau	0.005280362	315
			10)	Esc	1.5086749E-4	9
		5)	du	0.042900432	45008
			1)	dur	0.4583946	20581
			2)	dut	0.18791483	8437
			3)	due	0.23397478	10505
			4)	dum	0.042674508	1916
			5)	dub	0.013474988	605
			6)	dua	0.021515435	966
			7)	dup	0.018909529	849
			8)	dul	0.0141654415	636
			9)	dus	0.006681812	300
			10)	duc	0.0020713618	93
			11)	Esc	2.2272707E-4	10
		6)	do	0.08131046	85305
			1)	don	0.31274676	25745
			2)	doi	0.13865572	11414
			3)	dou	0.1560636	12847
			4)	dom	0.07577837	6238
			5)	doc	0.17475916	14386
			6)	dol	0.015367048	1265
			7)	dos	0.022825835	1879
			8)	dow	0.0346943	2856
			9)	doo	0.03610345	2972
			10)	dov	0.001069012	88
			11)	dod	0.0010933077	90
			12)	doe	0.0042639	351
			13)	dog	0.012196455	1004
			14)	doz	0.00795685	655
			15)	dor	9.5968123E-4	79
			16)	dot	9.718291E-4	80
			17)	dop	0.004288196	353
			18)	Esc	2.0651368E-4	17
		7)	dw	6.433921E-4	675
			1)	dwe	0.66519177	451
			2)	dwi	0.23156342	157
			3)	dwa	0.09882006	67
			4)	Esc	0.0044247787	3
		8)	dy	0.0032770103	3438
			1)	dyn	0.7734192	2642
			2)	dyi	0.15895784	543
			3)	dys	0.047423888	162
			4)	dye	0.019028103	65
			5)	Esc	0.0011709601	4
		9)	dé	3.7555033E-4	394
			1)	dét	0.6459854	177
			2)	dém	0.34671533	95
			3)	Esc	0.00729927	2
		10)	dê	8.6738786E-5	91
			1)	dêt	0.98913044	91
			2)	Esc	0.010869565	1
		11)	dh	4.5752324E-5	48
		12)	d’	6.1003102E-5	64
		13)	Esc	1.1438081E-5	12
	4)	a	0.07457322	1669008
		1)	ad	0.08818509	147169
			1)	adj	0.029270325	4285
			2)	adv	0.16256131	23798
			3)	ado	0.2848204	41696
			4)	adh	0.01224777	1793
			5)	adm	0.11724524	17164
			6)	add	0.3113174	45575
			7)	ade	0.037248794	5453
			8)	ada	0.036770634	5383
			9)	adu	0.008456631	1238
			10)	Esc	6.147793E-5	9
		2)	ag	0.12894093	215185
			1)	aga	0.33401656	71864
			2)	ago	0.05842873	12571
			3)	agr	0.48577976	104516
			4)	age	0.11174478	24042
			5)	agg	0.009049458	1947
			6)	agi	7.204243E-4	155
			7)	agu	2.2774702E-4	49
			8)	Esc	3.253529E-5	7
		3)	aw	0.012557636	20957
			1)	awa	0.976465	20413
			2)	awf	0.015737861	329
			3)	awk	0.0076536713	160
			4)	Esc	1.4350633E-4	3
		4)	as	0.067107886	111994
			1)	ass	0.44400343	49668
			2)	ask	0.305639	34190
			3)	asp	0.14975327	16752
			4)	asc	0.006141386	687
			5)	asy	0.05893764	6593
			6)	asi	0.01700279	1902
			7)	ast	0.010003218	1119
			8)	ash	0.0048362296	541
			9)	asb	0.0036025888	403
			10)	Esc	8.045484E-5	9
		5)	ap	0.078402385	130843
			1)	app	0.9593833	125448
			2)	apt	0.0018124947	237
			3)	apa	0.026996229	3530
			4)	apo	0.01132618	1481
			5)	api	4.4356412E-4	58
			6)	Esc	3.8238286E-5	5
		6)	ab	0.097933024	163437
			1)	abo	0.59965	98008
			2)	abl	0.19021426	31089
			3)	abs	0.11326342	18512
			4)	abi	0.027997699	4576
			5)	abr	0.009165331	1498
			6)	abu	0.032580364	5325
			7)	abn	7.464422E-4	122
			8)	aba	0.017651523	2885
			9)	abd	0.00362208	592
			10)	abb	0.0014378189	235
			11)	abe	0.0013154513	215
			12)	aby	7.036135E-4	115
			13)	abj	5.2618055E-4	86
			14)	abh	0.0010401243	170
			15)	Esc	8.5657295E-5	14
		7)	an	0.043614075	72786
			1)	ann	0.18408103	13393
			2)	ans	0.1782396	12968
			3)	ana	0.117254935	8531
			4)	any	0.16672164	12130
			5)	ano	0.030086866	2189
			6)	ant	0.12400352	9022
			7)	anx	0.015256474	1110
			8)	anc	0.013840782	1007
			9)	ang	0.015503876	1128
			10)	ani	0.13965859	10161
			11)	and	0.013510914	983
			12)	ane	0.0016768377	122
			13)	Esc	1.6493486E-4	12
		8)	al	0.078311905	130692
			1)	alr	0.27639094	36095
			2)	alw	0.123573825	16138
			3)	all	0.34899	45576
			4)	alm	0.054259766	7086
			5)	alo	0.054098964	7065
			6)	alt	0.06537054	8537
			7)	ale	0.0056664166	740
			8)	ali	0.022719268	2967
			9)	alc	0.015238066	1990
			10)	ala	0.016731244	2185
			11)	als	0.0025498874	333
			12)	alb	0.0112256305	1466
			13)	alu	4.2115257E-4	55
			14)	alp	5.51327E-4	72
			15)	alg	8.729344E-4	114
			16)	alq	0.0012175138	159
			17)	Esc	1.2251711E-4	16
		9)	ac	0.1585299	264565
			1)	acc	0.4219197	111610
			2)	acq	0.016448103	4351
			3)	act	0.37306684	98687
			4)	ach	0.13301377	35186
			5)	ack	0.018580193	4915
			6)	acr	0.0293654	7768
			7)	aca	0.003171675	839
			8)	acu	0.0027709627	733
			9)	aco	1.7767429E-4	47
			10)	aci	0.0014478564	383
			11)	Esc	3.7803038E-5	10
		10)	at	0.029790906	49717
			1)	att	0.9480136	46866
			2)	atm	0.023747876	1174
			3)	atr	0.013552876	670
			4)	ath	0.00465248	230
			5)	aty	0.0043490576	215
			6)	ato	0.005562748	275
			7)	Esc	1.2136904E-4	6
		11)	ai	0.03583034	59796
			1)	air	0.2423786	14486
			2)	aim	0.37318876	22304
			3)	aid	0.38327813	22907
			4)	ail	0.0010875749	65
			5)	Esc	6.6927685E-5	4
		12)	ar	0.06609102	110297
			1)	are	0.5278156	58198
			2)	arm	0.07126662	7858
			3)	arr	0.1120785	12358
			4)	aro	0.079855256	8805
			5)	arg	0.06880884	7587
			6)	art	0.06087319	6712
			7)	ari	0.04779525	5270
			8)	ard	0.0020950101	231
			9)	arc	0.011953347	1318
			10)	ars	0.002920317	322
			11)	arb	0.01218915	1344
			12)	ara	0.002240119	247
			13)	Esc	1.0883169E-4	12
		13)	am	0.05081957	84811
			1)	amo	0.2999029	25014
			2)	ame	0.5525076	46083
			3)	amb	0.11778388	9824
			4)	amm	0.002661647	222
			5)	amu	0.0012948554	108
			6)	ama	0.0113060055	943
			7)	amp	0.006750033	563
			8)	ami	0.005323294	444
			9)	amn	0.002361912	197
			10)	Esc	1.0790461E-4	9
		14)	av	0.017081669	28507
			1)	ava	0.47349402	13496
			2)	avi	0.08641195	2463
			3)	avo	0.31242326	8905
			4)	ave	0.12753044	3635
			5)	Esc	1.4033611E-4	4
		15)	af	0.017408239	29052
			1)	aft	0.11477668	3333
			2)	aff	0.78935224	22922
			3)	afr	0.06976824	2026
			4)	afo	0.019146664	556
			5)	afl	0.0015840766	46
			6)	afi	0.0025138606	73
			7)	afg	0.00261717	76
			8)	Esc	2.4105514E-4	7
		16)	au	0.025196765	42050
			1)	aut	0.86675715	36409
			2)	aud	0.082940534	3484
			3)	aug	0.0045707757	192
			4)	aus	0.031566918	1326
			5)	auc	0.011998286	504
			6)	aux	0.0020235204	85
			7)	Esc	1.4283674E-4	6
		17)	ah	0.0025280656	4219
			1)	ahe	0.9997612	4187
			2)	Esc	2.3877746E-4	1
		18)	ae	6.08797E-4	1016
			1)	aer	0.7031558	713
			2)	aeg	0.23076923	234
			3)	aes	0.06311637	64
			4)	Esc	0.00295858	3
		19)	ak	7.070674E-5	118
			1)	aki	0.9910714	111
			2)	Esc	0.008928572	1
		20)	ax	2.6305302E-4	439
			1)	axe	0.4113475	174
			2)	axi	0.58392435	247
			3)	Esc	0.0047281324	2
		21)	aq	4.8176455E-4	804
			1)	aqu	0.99875623	803
			2)	Esc	0.0012437811	1
		22)	az	6.83099E-5	114
			1)	azo	0.5480769	57
			2)	aze	0.43269232	45
			3)	Esc	0.01923077	2
		23)	a 	1.6418344E-4	274
		24)	Esc	1.37818215E-5	23
	5)	w	0.044193156	989078
		1)	wi	0.4601204	455060
			1)	wis	0.06166634	28058
			2)	wit	0.8837817	402118
			3)	wid	0.02079794	9463
			4)	wil	0.01398251	6362
			5)	win	0.01722429	7837
			6)	wip	0.0010087979	459
			7)	wif	6.10993E-4	278
			8)	wie	3.406616E-4	155
			9)	wir	3.7582664E-4	171
			10)	wiv	1.8901224E-4	86
			11)	Esc	2.1978167E-5	10
		2)	wr	0.024504501	24235
			1)	wri	0.69086933	16737
			2)	wro	0.27214563	6593
			3)	wre	0.02517956	610
			4)	wra	0.011640387	282
			5)	Esc	1.6511187E-4	4
		3)	wa	0.16060735	158841
			1)	wan	0.31416926	49875
			2)	wat	0.0799297	12689
			3)	way	0.34918615	55434
			4)	wai	0.03836802	6091
			5)	wag	0.02056037	3264
			6)	war	0.116011135	18417
			7)	was	0.056604013	8986
			8)	wav	0.007659746	1216
			9)	wal	0.010891201	1729
			10)	wak	0.0065573975	1041
			11)	Esc	6.2991334E-5	10
		4)	wh	0.03407172	33697
			1)	who	0.6528693	22003
			2)	wha	0.05251914	1770
			3)	whi	0.17740788	5979
			4)	why	0.024063854	811
			5)	whe	0.092991516	3134
			6)	Esc	1.4835915E-4	5
		5)	we	0.10958724	108382
			1)	wei	0.023632301	2559
			2)	wel	0.6620738	71692
			3)	wee	0.1306749	14150
			4)	wen	0.01945809	2107
			5)	wea	0.1319955	14293
			6)	wer	0.0018746998	203
			7)	web	0.012051642	1305
			8)	wes	0.014120276	1529
			9)	wet	0.002133279	231
			10)	wed	0.0018931698	205
			11)	Esc	9.234975E-5	10
		6)	wo	0.21110271	208781
			1)	wor	0.83764064	174860
			2)	wom	0.12834786	26793
			3)	won	0.025460713	5315
			4)	woo	0.0042490405	887
			5)	woe	5.1735784E-4	108
			6)	wol	4.1676048E-4	87
			7)	wou	0.0028933715	604
			8)	wok	4.359219E-4	91
			9)	Esc	3.8322803E-5	8
		7)	Esc	6.0667217E-6	6
	6)	h	0.020647032	462097
		1)	ha	0.20760182	95911
			1)	hap	0.2267052	21734
			2)	han	0.23736557	22756
			3)	har	0.24026537	23034
			4)	hav	0.187412	17967
			5)	has	0.009742461	934
			6)	hal	0.028893594	2770
			7)	hat	0.01204769	1155
			8)	hab	0.0129551785	1242
			9)	had	0.0020027328	192
			10)	ham	0.010576933	1014
			11)	hai	0.0037238314	357
			12)	haz	0.015698506	1505
			13)	hau	0.0071555977	686
			14)	hag	0.0010639519	102
			15)	hae	6.884394E-4	66
			16)	hac	8.7619567E-4	84
			17)	hak	0.0026494488	254
			18)	Esc	1.773253E-4	17
		2)	ho	0.19638525	90729
			1)	hop	0.420828	38159
			2)	hol	0.11729675	10636
			3)	hoc	0.0072014644	653
			4)	hom	0.09742379	8834
			5)	hot	0.011590718	1051
			6)	hou	0.09861485	8942
			7)	hor	0.04587763	4160
			8)	hos	0.044421896	4028
			9)	how	0.015219022	1380
			10)	hon	0.13548237	12285
			11)	hoa	5.624421E-4	51
			12)	hob	8.491773E-4	77
			13)	hoo	0.003937095	357
			14)	hov	5.4038555E-4	49
			15)	Esc	1.5439586E-4	14
		3)	he	0.3189991	147376
			1)	her	0.31118095	45841
			2)	hea	0.3942965	58085
			3)	hel	0.2608731	38430
			4)	hes	0.008071249	1189
			5)	hed	0.0030818733	454
			6)	hee	0.0041747843	615
			7)	hen	0.0031565442	465
			8)	hec	0.0055120727	812
			9)	hef	3.4620162E-4	51
			10)	hei	0.0043037613	634
			11)	hem	0.0022061868	325
			12)	het	0.0014051714	207
			13)	heg	8.5532165E-4	126
			14)	hep	4.4123735E-4	65
			15)	Esc	9.503574E-5	14
		4)	hy	0.008071516	3729
			1)	hyp	0.5109802	1908
			2)	hyd	0.22763792	850
			3)	hyg	0.15881093	593
			4)	hys	0.04686663	175
			5)	hyb	0.040974826	153
			6)	hym	0.013122656	49
			7)	Esc	0.0016068559	6
		5)	hi	0.13014211	60125
			1)	hig	0.6415999	38530
			2)	hid	0.029673789	1782
			3)	hit	0.04670874	2805
			4)	hin	0.027908681	1676
			5)	his	0.1806904	10851
			6)	hie	0.0076765525	461
			7)	hir	0.003580171	215
			8)	him	0.053802475	3231
			9)	hil	0.0028641366	172
			10)	hik	9.158577E-4	55
			11)	hij	0.0029807005	179
			12)	hiv	0.0013987644	84
			13)	Esc	1.998235E-4	12
		6)	hu	0.13878721	64119
			1)	hum	0.80378574	50702
			2)	hug	0.10061986	6347
			3)	hun	0.068469696	4319
			4)	hur	0.014997067	946
			5)	hul	0.0028377115	179
			6)	hus	0.007450974	470
			7)	hub	0.0017279919	109
			8)	Esc	1.1097195E-4	7
		7)	Esc	1.2987153E-5	6
	7)	n	0.026054034	583110
		1)	ne	0.5365413	312773
			1)	new	0.2504741	78322
			2)	nex	0.07545692	23595
			3)	nec	0.097455986	30474
			4)	nee	0.35935017	112367
			5)	net	0.03443611	10768
			6)	nev	0.028126448	8795
			7)	neg	0.10774717	33692
			8)	nea	0.01427909	4465
			9)	nei	0.022315675	6978
			10)	nep	5.1168073E-4	160
			11)	neu	0.0047586304	1488
			12)	neo	0.0037416653	1170
			13)	ner	0.0011001135	344
			14)	nes	2.0147428E-4	63
			15)	Esc	4.4772063E-5	14
		2)	nu	0.08080378	47104
			1)	num	0.7334905	34532
			2)	nui	0.0028037978	132
			3)	nut	0.023853524	1123
			4)	nuc	0.21565878	10153
			5)	nur	0.014826143	698
			6)	nun	0.0013381763	63
			7)	nul	0.003547229	167
			8)	nua	0.0032923385	155
			9)	nub	9.983219E-4	47
			10)	Esc	1.9116803E-4	9
		3)	na	0.14477745	84397
			1)	nat	0.7790648	65577
			2)	nam	0.17697863	14897
			3)	naï	0.0021265473	179
			4)	nav	0.010965381	923
			5)	nak	0.0011286145	95
			6)	nai	0.0059400764	500
			7)	nar	0.015064034	1268
			8)	nan	0.0057262336	482
			9)	nas	0.0016632214	140
			10)	nau	0.0012236558	103
			11)	Esc	1.1880153E-4	10
		4)	no	0.22803773	132933
			1)	now	0.5158589	68195
			2)	nos	0.0020953577	277
			3)	nor	0.05810268	7681
			4)	not	0.24534597	32434
			5)	non	0.11184823	14786
			6)	noo	0.016944408	2240
			7)	noi	0.012920111	1708
			8)	nob	0.018495124	2445
			9)	nov	0.0035553	470
			10)	nom	0.010824754	1431
			11)	noc	4.0091682E-4	53
			12)	nod	9.001717E-4	119
			13)	nou	9.153006E-4	121
			14)	nof	0.0011724925	155
			15)	no 	5.0681934E-4	67
			16)	Esc	1.13467024E-4	15
		5)	ni	0.007383226	4304
			1)	nig	0.47020972	1973
			2)	nin	0.105100095	441
			3)	nic	0.25476643	1069
			4)	nit	0.15085796	633
			5)	nip	0.017874166	75
			6)	Esc	0.001191611	5
		6)	nl	0.002207763	1287
		7)	nd	1.5267359E-4	89
		8)	ng	8.234081E-5	48
		9)	Esc	1.3723468E-5	8
	8)	y	0.005277873	118123
		1)	ye	0.8351962	98635
			1)	yea	0.7675452	75660
			2)	yet	0.16836083	16596
			3)	yes	0.063069366	6217
			4)	yel	9.840323E-4	97
			5)	Esc	4.0578652E-5	4
		2)	yo	0.15295771	18064
			1)	you	0.99422574	17907
			2)	yok	0.005663206	102
			3)	Esc	1.1104325E-4	2
		3)	yi	0.007502244	886
			1)	yie	0.9988713	885
			2)	Esc	0.0011286682	1
		4)	ya	0.0043099797	509
			1)	yar	0.99761903	419
			2)	Esc	0.0023809525	1
		5)	Esc	3.3870176E-5	4
	9)	e	0.049173407	1100540
		1)	en	0.23837122	262318
			1)	enj	0.0154749425	4059
			2)	ent	0.14918317	39130
			3)	env	0.14312892	37542
			4)	ens	0.15991154	41944
			5)	enf	0.017461255	4580
			6)	end	0.1494043	39188
			7)	ena	0.045654703	11975
			8)	ene	0.12285404	32224
			9)	enh	0.018330505	4808
			10)	enc	0.061720584	16189
			11)	enl	0.05865533	15385
			12)	eno	0.026725633	7010
			13)	eng	0.025254007	6624
			14)	enr	0.0032215635	845
			15)	enu	5.5281265E-4	145
			16)	enq	0.001864313	489
			17)	enm	1.8681255E-4	49
			18)	enz	3.469376E-4	91
			19)	Esc	6.862502E-5	18
		2)	ex	0.25643003	282191
			1)	exp	0.36322504	102359
			2)	exe	0.049732793	14015
			3)	exa	0.16294898	45920
			4)	exi	0.07690397	21672
			5)	ext	0.1867313	52622
			6)	exc	0.15326856	43192
			7)	exo	0.0016145859	455
			8)	exh	0.0055463687	1563
			9)	Esc	2.8388324E-5	8
		3)	ev	0.089028224	97972
			1)	eve	0.83876336	82177
			2)	evo	0.014697777	1440
			3)	evi	0.070906565	6947
			4)	eva	0.07559148	7406
			5)	Esc	4.082716E-5	4
		4)	el	0.046725914	51420
			1)	ele	0.69497895	35683
			2)	els	0.13212839	6784
			3)	eli	0.11787161	6052
			4)	elu	0.0023177003	119
			5)	ela	0.016087566	826
			6)	eld	0.031571362	1621
			7)	elo	0.004908071	252
			8)	Esc	1.3633531E-4	7
		5)	em	0.061584245	67771
			1)	emb	0.080480464	5454
			2)	emp	0.6362885	43120
			3)	eme	0.112590015	7630
			4)	ema	0.013398654	908
			5)	emo	0.015243183	1033
			6)	emi	0.13903317	9422
			7)	emu	0.0028627082	194
			8)	Esc	1.0329359E-4	7
		6)	ea	0.027772931	30563
			1)	ear	0.5077836	15494
			2)	eas	0.4357487	13296
			3)	eag	0.015567135	475
			4)	eat	0.03886868	1186
			5)	eac	0.0018680562	57
			6)	Esc	1.6386458E-4	5
		7)	es	0.062383004	68650
			1)	est	0.42418808	29087
			2)	esp	0.2640329	18105
			3)	ess	0.28256842	19376
			4)	esc	0.029152265	1999
			5)	Esc	5.83337E-5	4
		8)	ei	0.0017538121	1930
			1)	eit	0.75828874	1418
			2)	eig	0.24064171	450
			3)	Esc	0.0010695187	2
		9)	eq	0.022453338	24709
			1)	equ	0.9999595	24706
			2)	Esc	4.047436E-5	1
		10)	ey	0.003199571	3521
