Dutch	3	25042588	2919
			5)	eël	2728	261	7.5102575E-6
		24)	eï	0	0	0.0
			1)	eïn	1652	1312	3.7752714E-5
		25)	eo	0	0	0.0
			1)	eoo	1732	1153	3.3177497E-5
			2)	eor	1847	978	2.8141885E-5
			3)	eog	2590	314	9.035329E-6
			4)	eop	2605	306	8.805129E-6
			5)	eol	2666	281	8.085756E-6
			6)	eov	2823	224	6.445585E-6
			7)	eoe	2825	223	6.4168103E-6
		26)	eq	0	0	0.0
			1)	equ	1868	955	2.748006E-5
		27)	ej	0	0	0.0
			1)	eja	2788	237	6.819659E-6
	2)	d	0	0	0.0
		1)	de	0	0	0.0
			1)	de_	2	463464	0.013336145
			2)	den	26	121966	0.0035095634
			3)	der	41	92569	0.0026636668
			4)	del	131	39632	0.0011404081
			5)	dez	192	28574	8.2221493E-4
			6)	dee	456	11472	3.3010604E-4
			7)	dem	469	11135	3.2040887E-4
			8)	deb	793	5856	1.6850601E-4
			9)	des	1164	2932	8.4368105E-5
			10)	ded	1188	2819	8.111654E-5
			11)	def	1344	2133	6.137693E-5
			12)	deg	1432	1860	5.3521377E-5
			13)	dec	1726	1165	3.3522796E-5
			14)	det	1988	782	2.2501998E-5
			15)	deu	2187	577	1.6603137E-5
			16)	dek	2217	548	1.5768663E-5
			17)	dev	2270	506	1.4560116E-5
			18)	dew	2348	438	1.2603421E-5
			19)	deq	2532	346	9.956127E-6
			20)	deo	2646	289	8.315956E-6
			21)	dea	2775	241	6.934759E-6
			22)	dep	2785	238	6.848434E-6
		2)	da	0	0	0.0
			1)	dat	33	109015	0.0031368993
			2)	daa	166	31778	9.144098E-4
			3)	dan	250	20739	5.9676333E-4
			4)	dag	977	4109	1.182362E-4
			5)	dac	1064	3506	1.00884914E-4
			6)	dam	1291	2330	6.704559E-5
			7)	da_	1668	1274	3.6659265E-5
			8)	dad	1817	1034	2.975328E-5
			9)	dar	2020	726	2.0890602E-5
			10)	dal	2178	585	1.6833335E-5
			11)	dai	2848	219	6.3017105E-6
		3)	di	0	0	0.0
			1)	die	67	65423	0.0018825425
			2)	dit	162	32199	9.2652405E-4
			3)	dig	186	29552	8.503568E-4
			4)	din	304	16224	4.668445E-4
			5)	dis	864	5210	1.499174E-4
			6)	dia	1135	3072	8.839659E-5
			7)	dic	1404	1929	5.5506847E-5
			8)	div	1608	1403	4.0371233E-5
			9)	did	1655	1299	3.737864E-5
			10)	dir	1661	1286	3.7004564E-5
			11)	dio	2058	693	1.9941028E-5
			12)	dip	2366	423	1.2171797E-5
			13)	dim	2379	417	1.1999147E-5
			14)	dif	2613	301	8.6612545E-6
			15)	diu	2632	294	8.4598305E-6
		4)	dt	0	0	0.0
			1)	dt_	211	24736	7.117767E-4
			2)	dte	2640	290	8.34473E-6
		5)	do	0	0	0.0
			1)	doo	240	21628	6.2234426E-4
			2)	doe	283	17541	5.047411E-4
			3)	doc	1477	1748	5.0298582E-5
			4)	dom	1936	856	2.4631343E-5
			5)	don	2031	717	2.0631627E-5
			6)	dol	2239	526	1.5135614E-5
			7)	dod	2473	371	1.0675501E-5
			8)	dos	2496	362	1.0416526E-5
			9)	dop	2716	264	7.5965822E-6
			10)	dor	2876	211	6.071511E-6
		6)	ds	0	0	0.0
			1)	dst	439	11911	3.4273823E-4
			2)	ds_	537	9838	2.8308778E-4
			3)	dse	1025	3726	1.072154E-4
			4)	dsl	1677	1241	3.570969E-5
			5)	dsc	1697	1204	3.4645018E-5
			6)	dsm	1699	1202	3.458747E-5
			7)	dsb	1815	1037	2.9839606E-5
			8)	dso	1958	815	2.345157E-5
			9)	dsp	2010	739	2.1264676E-5
			10)	dsv	2049	701	2.0171228E-5
			11)	dss	2069	680	1.9566955E-5
			12)	dsd	2147	613	1.7639033E-5
			13)	dsg	2376	420	1.2085472E-5
			14)	dsi	2485	367	1.05604E-5
			15)	dsr	2649	288	8.287181E-6
			16)	dsn	2656	284	8.172081E-6
			17)	dsk	2672	280	8.056982E-6
			18)	dsz	2674	278	7.999432E-6
		7)	dd	0	0	0.0
			1)	dde	556	9233	2.6567894E-4
			2)	dda	2225	542	1.5596013E-5
			3)	ddi	2554	335	9.6396025E-6
		8)	dr	0	0	0.0
			1)	dra	593	8673	2.49565E-4
			2)	dri	643	7869	2.2642995E-4
			3)	dru	868	5165	1.4862252E-4
			4)	dre	1235	2591	7.455585E-5
			5)	dro	1764	1114	3.2055275E-5
		9)	du	0	0	0.0
			1)	dui	659	7651	2.2015702E-4
			2)	dus	669	7505	2.1595588E-4
			3)	duc	851	5328	1.5331284E-4
			4)	dur	925	4597	1.3227836E-4
			5)	duu	1391	1975	5.6830493E-5
			6)	dub	2172	589	1.6948436E-5
			7)	due	2237	527	1.516439E-5
			8)	dum	2476	370	1.0646725E-5
			9)	dul	2894	206	5.9276363E-6
			10)	duw	2909	203	5.8413116E-6
		10)	dh	0	0	0.0
			1)	dhe	878	5089	1.4643563E-4
			2)	dha	1899	909	2.6156415E-5
			3)	dho	2910	203	5.8413116E-6
		11)	dz	0	0	0.0
			1)	dza	1014	3805	1.0948862E-4
		12)	dp	0	0	0.0
			1)	dpu	1126	3126	8.995044E-5
			2)	dpl	2042	708	2.0372652E-5
		13)	db	0	0	0.0
			1)	dbo	1222	2640	7.596582E-5
			2)	dba	1658	1297	3.732109E-5
			3)	dbe	2400	406	1.1682623E-5
		14)	dg	0	0	0.0
			1)	dge	1305	2294	6.60097E-5
		15)	dw	0	0	0.0
			1)	dwe	1464	1775	5.1075505E-5
			2)	dwi	1750	1126	3.2400574E-5
			3)	dwo	2448	378	1.08769245E-5
			4)	dwa	2651	287	8.258406E-6
		16)	dv	0	0	0.0
			1)	dvi	1767	1111	3.196895E-5
			2)	dve	1977	791	2.2760973E-5
			3)	dvl	2457	376	1.0819374E-5
			4)	dvo	2570	323	9.294304E-6
		17)	dk	0	0	0.0
			1)	dke	1949	835	2.402707E-5
			2)	dko	2210	554	1.5941312E-5
		18)	dm	0	0	0.0
			1)	dmi	2034	714	2.0545302E-5
			2)	dma	2412	403	1.15962985E-5
		19)	dy	0	0	0.0
			1)	dyn	2729	261	7.5102575E-6
	3)	_	0	0	0.0
		1)	_d	0	0	0.0
			1)	_de	3	453915	0.0130613735
			2)	_da	19	142718	0.004106701
			3)	_di	38	96163	0.002767084
			4)	_do	142	36050	0.0010373363
			5)	_du	344	14533	4.181861E-4
			6)	_dr	648	7804	2.2455958E-4
			7)	_dw	2240	526	1.5135614E-5
			8)	_dy	2747	253	7.280058E-6
		2)	_h	0	0	0.0
			1)	_he	6	255268	0.0073453197
			2)	_ho	219	23877	6.870591E-4
			3)	_ha	254	20158	5.800451E-4
			4)	_hi	299	16545	4.7608127E-4
			5)	_hu	343	14546	4.1856017E-4
			6)	_hy	2762	248	7.1361833E-6
		3)	_v	0	0	0.0
			1)	_va	7	222145	0.0063922075
			2)	_vo	24	125172	0.003601816
			3)	_ve	31	112737	0.0032439996
			4)	_vr	230	22332	6.426018E-4
			5)	_vi	371	13533	3.8941117E-4
			6)	_vl	1022	3747	1.0781967E-4
			7)	_vó	2259	511	1.4703991E-5
			8)	_vu	2520	351	1.0100001E-5
		4)	_i	0	0	0.0
			1)	_in	13	153388	0.0044137295
			2)	_is	62	70699	0.002034359
			3)	_ik	95	51165	0.0014722694
			4)	_ie	764	6214	1.7880743E-4
			5)	_im	891	4980	1.4329917E-4
			6)	_id	1399	1938	5.576582E-5
			7)	_il	1911	886	2.549459E-5
			8)	_ij	2843	221	6.35926E-6
		5)	_g	0	0	0.0
			1)	_ge	15	148620	0.0042765304
			2)	_gr	236	21922	6.308041E-4
			3)	_ga	359	13990	4.025613E-4
			4)	_go	447	11723	3.3732853E-4
			5)	_gi	1578	1468	4.22416E-5
			6)	_gu	2037	712	2.0487752E-5
			7)	_gl	2129	635	1.8272083E-5
		6)	_b	0	0	0.0
			1)	_be	16	146480	0.0042149522
			2)	_bi	156	33286	9.578024E-4
			3)	_bu	481	10961	3.1540205E-4
			4)	_bl	605	8475	2.4386756E-4
			5)	_bo	683	7339	2.1117923E-4
			6)	_br	732	6611	1.9023108E-4
			7)	_ba	838	5479	1.5765787E-4
			8)	_b_	2406	405	1.1653848E-5
		7)	_e	0	0	0.0
			1)	_en	20	138197	0.0039766096
			2)	_ee	28	117010	0.0033669549
			3)	_er	127	40491	0.0011651259
			4)	_ec	314	15973	4.59622E-4
			5)	_ei	548	9617	2.7672853E-4
			6)	_ev	747	6340	1.8243308E-4
			7)	_el	778	6011	1.7296612E-4
			8)	_ex	1024	3735	1.0747438E-4
			9)	_eu	1068	3481	1.0016554E-4
			10)	_ef	1290	2331	6.707437E-5
			11)	_et	1679	1237	3.5594592E-5
			12)	_es	1837	989	2.845841E-5
			13)	_em	1965	803	2.3106271E-5
		8)	_t	0	0	0.0
			1)	_te	30	113332	0.0032611208
			2)	_to	101	48226	0.0013877
			3)	_tw	577	8878	2.5546385E-4
			4)	_ti	606	8468	2.4366613E-4
			5)	_tr	679	7427	2.1371144E-4
			6)	_tu	738	6509	1.8729604E-4
			7)	_ta	917	4677	1.3458036E-4
			8)	_th	1461	1779	5.1190607E-5
			9)	_ty	2810	228	6.5606846E-6
		9)	_m	0	0	0.0
			1)	_me	39	95967	0.002761444
			2)	_mo	76	59869	0.0017227265
			3)	_ma	93	51741	0.0014888438
			4)	_mi	94	51469	0.001481017
			5)	_mu	1684	1226	3.5278066E-5
		10)	_o	0	0	0.0
			1)	_op	44	84145	0.0024212666
			2)	_on	50	78551	0.0022602999
			3)	_om	111	45842	0.0013191005
			4)	_ov	122	41893	0.0012054683
			5)	_oo	146	35709	0.0010275241
			6)	_of	353	14181	4.0805733E-4
			7)	_or	853	5297	1.5242082E-4
			8)	_ou	1633	1354	3.8961258E-5
			9)	_og	1776	1097	3.1566102E-5
			10)	_ol	1950	835	2.402707E-5
			11)	_ob	2336	447	1.2862395E-5
			12)	_oc	2430	391	1.1250999E-5
			13)	_ok	2572	322	9.265528E-6
			14)	_oe	2631	295	8.488605E-6
		11)	_w	0	0	0.0
			1)	_we	49	78632	0.0022626305
			2)	_wi	69	64249	0.0018487606
			3)	_wo	90	52765	0.0015183093
			4)	_wa	91	52560	0.0015124105
			5)	_wr	2897	206	5.9276363E-6
		12)	_z	0	0	0.0
			1)	_zi	60	73075	0.0021027282
			2)	_zo	108	47111	0.0013556159
			3)	_ze	181	30362	8.736645E-4
			4)	_za	276	17900	5.150713E-4
			5)	_zu	571	8973	2.5819748E-4
			6)	_zw	1381	2003	5.7636193E-5
		13)	_a	0	0	0.0
			1)	_aa	65	68467	0.0019701333
			2)	_al	70	64129	0.0018453076
			3)	_an	307	16185	4.657223E-4
			4)	_af	309	16110	4.6356418E-4
			5)	_ac	555	9318	2.6812483E-4
			6)	_am	632	8011	2.3051599E-4
			7)	_ar	702	7110	2.0458977E-4
			8)	_as	1148	3016	8.67852E-5
			9)	_au	1194	2787	8.0195736E-5
			10)	_ad	1198	2762	7.947636E-5
			11)	_ag	1533	1587	4.566582E-5
			12)	_ab	1602	1419	4.083163E-5
			13)	_ak	1635	1351	3.8874936E-5
			14)	_ap	1755	1121	3.22567E-5
			15)	_at	2711	266	7.654132E-6
			16)	_ai	2891	207	5.9564113E-6
		14)	_s	0	0	0.0
			1)	_st	83	55927	0.0016092957
			2)	_sp	402	12960	3.7292312E-4
			3)	_so	472	11089	3.1908523E-4
			4)	_sc	516	10239	2.9462654E-4
			5)	_sa	601	8524	2.4527754E-4
			6)	_sl	614	8373	2.4093251E-4
			7)	_si	785	5919	1.7031883E-4
			8)	_se	886	5031	1.4476669E-4
			9)	_s_	1056	3575	1.02870385E-4
			10)	_su	1085	3333	9.590685E-5
			11)	_sn	1181	2855	8.215244E-5
			12)	_sy	1260	2464	7.0901435E-5
			13)	_sm	2686	273	7.855557E-6
		15)	_n	0	0	0.0
			1)	_ni	88	53276	0.0015330133
			2)	_na	138	38224	0.001099893
			3)	_no	196	27118	7.8031863E-4
			4)	_nu	475	11038	3.176177E-4
			5)	_ne	513	10285	2.959502E-4
			6)	_nr	2015	733	2.1092026E-5
			7)	_n_	2699	269	7.740457E-6
		16)	_r	0	0	0.0
			1)	_re	118	43909	0.0012634785
			2)	_ri	524	10077	2.89965E-4
			3)	_ra	617	8340	2.3998294E-4
			4)	_ro	896	4905	1.4114105E-4
			5)	_ru	1151	3009	8.658377E-5
		17)	_c	0	0	0.0
			1)	_co	126	40854	0.0011755711
			2)	_cr	1015	3790	1.0905699E-4
			3)	_cu	1524	1610	4.632764E-5
			4)	_ca	1555	1538	4.425585E-5
			5)	_ce	1715	1180	3.395442E-5
			6)	_ch	1759	1118	3.2170374E-5
			7)	_ci	1811	1041	2.9954705E-5
			8)	_cl	2186	579	1.6660686E-5
		18)	_u	0	0	0.0
			1)	_ui	140	36845	0.0010602124
			2)	_u_	413	12612	3.6290946E-4
			3)	_uw	1143	3035	8.733192E-5
			4)	_uu	1612	1396	4.0169805E-5
			5)	_un	1628	1368	3.936411E-5
			6)	_ur	2349	436	1.2545871E-5
		19)	_p	0	0	0.0
			1)	_pr	163	32138	9.247688E-4
			2)	_pl	433	12135	3.491838E-4
			3)	_pa	448	11668	3.3574592E-4
			4)	_po	491	10710	3.0817953E-4
			5)	_pe	623	8225	2.3667382E-4
			6)	_pu	807	5721	1.646214E-4
			7)	_pi	2000	761	2.1897724E-5
		20)	_l	0	0	0.0
			1)	_la	194	27785	7.995115E-4
			2)	_li	257	19755	5.684488E-4
			3)	_le	335	15005	4.3176787E-4
			4)	_lo	914	4696	1.3512709E-4
			5)	_lu	1202	2738	7.8785764E-5
		21)	_k	0	0	0.0
			1)	_ka	228	22693	6.5298955E-4
			2)	_ku	274	17950	5.1651004E-4
			3)	_ko	324	15618	4.494069E-4
			4)	_kr	657	7663	2.2050232E-4
			5)	_kw	670	7500	2.15812E-4
			6)	_ke	789	5891	1.6951314E-4
			7)	_kl	893	4923	1.41659E-4
			8)	_ki	980	4074	1.1722908E-4
			9)	_kn	2701	268	7.711682E-6
		22)	_j	0	0	0.0
			1)	_ja	511	10302	2.9643936E-4
			2)	_ju	768	6118	1.7604504E-4
			3)	_jo	1411	1910	5.496012E-5
			4)	_je	1509	1635	4.7047015E-5
		23)	_f	0	0	0.0
			1)	_fi	871	5143	1.4798949E-4
			2)	_fe	876	5106	1.4692481E-4
			3)	_fr	988	3980	1.14524235E-4
			4)	_fu	1030	3700	1.06467254E-4
			5)	_fo	1211	2712	7.803762E-5
			6)	_fa	1231	2602	7.4872376E-5
			7)	_fl	1898	910	2.618519E-5
		24)	_é	0	0	0.0
			1)	_éé	1353	2083	5.9938186E-5
		25)	_q	0	0	0.0
			1)	_qu	2078	671	1.930798E-5
	4)	a	0	0	0.0
		1)	an	0	0	0.0
			1)	an_	4	292078	0.008404525
			2)	and	54	76932	0.0022137132
			3)	ang	134	39479	0.0011360056
			4)	ant	214	24403	7.021947E-4
			5)	ank	533	9905	2.850157E-4
			6)	ani	576	8895	2.5595303E-4
			7)	ans	700	7120	2.0487752E-4
			8)	ann	724	6689	1.9247553E-4
			9)	anc	753	6302	1.8133962E-4
			10)	anv	1002	3880	1.1164674E-4
			11)	anz	1190	2810	8.0857564E-5
			12)	ane	1245	2543	7.3174655E-5
			13)	ana	1292	2328	6.698805E-5
			14)	anw	1321	2235	6.431198E-5
			15)	anp	1415	1904	5.4787473E-5
			16)	anb	1417	1903	5.4758697E-5
			17)	anu	1537	1582	4.5521945E-5
			18)	anm	1772	1107	3.185385E-5
			19)	anl	1937	855	2.4602568E-5
			20)	anh	2257	512	1.47327655E-5
			21)	ano	2458	375	1.07906E-5
		2)	at	0	0	0.0
			1)	at_	17	144409	0.004155359
			2)	ati	114	44826	0.0012898651
			3)	ate	207	25119	7.2279753E-4
			4)	ats	403	12917	3.716858E-4
			5)	atr	777	6028	1.734553E-4
			6)	atu	911	4712	1.3558748E-4
			7)	att	1104	3252	9.357608E-5
			8)	atl	1751	1126	3.2400574E-5
